i,sigma_hat,m_hat,alpha_hat,sigmaLogError,mLogError,alphaLogError
341,6.45E-02,6.32623175,0.979255272,-4.2352436,1.464696897,-3.875463142
342,6.44E-02,6.323449639,0.98026201,-4.237092946,1.464053611,-3.925210084
343,6.43E-02,6.326310198,0.979611364,-4.24545197,1.46471503,-3.892777573
344,6.42E-02,6.329763591,0.978777788,-4.254357093,1.465512943,-3.852706929
345,6.40E-02,6.338781925,0.97615983,-4.265978678,1.467593646,-3.736383321
346,6.44E-02,6.323769297,0.980722492,-4.241183635,1.464127544,-3.948816262
347,6.43E-02,6.328581366,0.979698762,-4.2505391,1.465239859,-3.897073407
348,6.44E-02,6.317614672,0.982334666,-4.24213273,1.462703091,-4.036151107
349,6.42E-02,6.3361386,0.978352808,-4.25275506,1.466984228,-3.832879514
350,6.41E-02,6.349339036,0.974795057,-4.263919371,1.470023888,-3.680715144
351,6.42E-02,6.342005814,0.977125061,-4.257523634,1.46833641,-3.777713313
352,6.40E-02,6.344260914,0.976681085,-4.265295017,1.468855644,-3.758490425
353,6.39E-02,6.353760338,0.974196453,-4.276845153,1.471039917,-3.657243301
354,6.40E-02,6.345108183,0.976750265,-4.268553738,1.469050657,-3.761461537
355,6.40E-02,6.341432716,0.977757444,-4.270110442,1.468204412,-3.805747879
356,6.49E-02,6.29725567,0.985381048,-4.207639079,1.457976603,-4.225436514
357,6.50E-02,6.274888131,0.987866264,-4.200370076,1.452757934,-4.411765618
358,6.48E-02,6.292581339,0.98620967,-4.210689097,1.456888263,-4.283787656
359,6.52E-02,6.240316276,0.990751421,-4.186154886,1.44463786,-4.683285394
360,6.59E-02,5.686009187,0.99738892,-4.139847466,1.304544352,-5.947991201
361,6.69E-02,5.199506813,1.005130545,-4.082391423,1.162996677,-5.272543317
362,6.68E-02,4.934992188,1.005735765,-4.085842289,1.076704791,-5.161034168
363,6.67E-02,5.649403692,1.004272263,-4.095198415,1.294563782,-5.455611709
364,6.65E-02,4.788973636,1.001245948,-4.105605724,1.025673656,-6.687858607
365,6.63E-02,5.69908597,0.998029912,-4.115944753,1.308085754,-6.229677216
366,6.62E-02,5.730965926,0.997132168,-4.124299751,1.316667161,-5.854198832
367,6.61E-02,5.732013717,0.997155201,-4.129976208,1.316947959,-5.862262949
368,6.63E-02,5.215680809,1.000338228,-4.118076056,1.168039095,-7.991790883
369,6.65E-02,5.692638365,1.004010229,-4.102418457,1.306341207,-5.518907031
370,6.68E-02,4.118875519,1.007433222,-4.089096656,0.750885533,-4.90179587
371,6.68E-02,3.430640594,1.00943167,-4.086104107,0.358122312,-4.663682126
372,6.76E-02,6.403914007,1.01631241,-4.037502486,1.482493693,-4.115829109
373,6.76E-02,6.742358986,1.017425535,-4.03859194,1.556534688,-4.049818646
374,6.76E-02,2.999141798,1.011324358,-4.039556306,-8.59E-04,-4.480799315
375,6.77E-02,2.020738321,1.019055937,-4.032533844,-3.875772035,-3.960376589
376,6.77E-02,6.372914831,1.014742891,-4.032724241,1.475429796,-4.216994271
377,6.78E-02,6.772219155,1.016938588,-4.028049904,1.562811428,-4.078160948
378,6.81E-02,6.543150639,1.020460408,-4.014443318,1.513620745,-3.88926359
379,6.80E-02,6.509637722,1.021351564,-4.016486297,1.506216823,-3.846630299
380,6.80E-02,6.945202535,1.022427129,-4.017672438,1.598417922,-3.797483924
381,6.78E-02,6.514524314,1.02102434,-4.026582851,1.507299825,-3.862074486
382,6.77E-02,6.509584694,1.021091236,-4.031812385,1.506205064,-3.858897688
383,6.77E-02,6.940365093,1.022338638,-4.032067681,1.597439234,-3.801437469
384,6.76E-02,6.507432682,1.020976572,-4.040984491,1.505727741,-3.864349091
385,6.87E-02,6.835777982,1.028988762,-3.980105374,1.576042022,-3.540847039
386,6.85E-02,6.842776877,1.028051168,-3.987979279,1.577488291,-3.573725017
387,6.84E-02,6.843838442,1.027766304,-3.994226423,1.577707473,-3.583932063
388,6.83E-02,6.859171114,1.026167423,-4.003298606,1.580867871,-3.643240021
389,6.83E-02,6.835291277,1.028338747,-3.998494553,1.575941371,-3.563525255
390,6.82E-02,6.861871023,1.025542926,-4.008261647,1.581423348,-3.66739487
391,6.80E-02,6.865130483,1.025120012,-4.014941574,1.582093536,-3.684090446
392,6.79E-02,6.930207631,1.021410736,-4.023991958,1.595381103,-3.843862782
393,6.77E-02,6.94831491,1.020663464,-4.031560711,1.599047096,-3.879388139
394,6.77E-02,6.915500594,1.02177362,-4.032326436,1.592393599,-3.827056152
395,6.80E-02,6.853757945,1.025484906,-4.015968715,1.579753239,-3.669668911
396,6.79E-02,6.880159377,1.023252317,-4.025684924,1.585177879,-3.761350491
397,6.78E-02,6.865421302,1.024112219,-4.027590708,1.58215331,-3.725036534
398,6.78E-02,6.599723226,1.017747307,-4.027738775,1.525996133,-4.031521472
399,6.77E-02,3.2030487,1.013698647,-4.035243374,0.184858918,-4.290458223
400,6.77E-02,1.540473019,1.034738968,-4.036125402,-0.777557621,-3.359893232
401,6.81E-02,6.505808575,1.019034659,-4.012051371,1.505367359,-3.961493812
402,6.79E-02,6.584163537,1.017641395,-4.020789805,1.522607654,-4.037507174
403,6.78E-02,6.46524079,1.015724366,-4.030181869,1.496323141,-4.15254382
404,6.76E-02,3.868517725,1.012805341,-4.039701207,0.625145456,-4.357892913
405,6.75E-02,3.502329857,1.013359209,-4.043309876,0.407017141,-4.315549322
406,6.85E-02,6.908555969,1.020443453,-3.989044927,1.590979798,-3.890092589
407,6.84E-02,6.482571481,1.018943623,-3.997794906,1.500196873,-3.966287947
408,6.82E-02,6.541858756,1.017687816,-4.006209453,1.513336346,-4.034879246
409,6.82E-02,6.483177171,1.01868995,-4.00741734,1.500331985,-3.979769321
410,6.83E-02,6.878627149,1.021425216,-3.99839648,1.584863858,-3.843186716
411,6.83E-02,6.87211797,1.021665383,-4.002788363,1.583528744,-3.832039533
412,6.81E-02,6.467506223,1.018596278,-4.012041311,1.496830361,-3.984793837
413,6.79E-02,6.635132819,1.015904968,-4.021506662,1.533664854,-4.141123757
414,6.79E-02,6.625440958,1.016461589,-4.024633146,1.531571709,-4.106725551
415,6.77E-02,6.613903923,1.015686161,-4.032171982,1.529074337,-4.15497643
416,6.76E-02,3.30E-03,119.2715773,-4.038324908,0.691497541,4.772983482
417,6.75E-02,-3.35E-03,-116.255293,-4.04724653,0.694820621,4.764353549
418,6.73E-02,5.748062039,1.011488783,-4.056876842,1.321238917,-4.466384076
419,6.72E-02,6.279248555,1.006203524,-4.060382261,1.453777423,-5.082637763
420,6.71E-02,6.289709609,1.003808459,-4.069965775,1.456219041,-5.570530715
421,6.69E-02,6.772508172,1.001530856,-4.079562419,1.562871989,-6.481928071
422,6.68E-02,6.775509421,1.000944143,-4.086747173,1.563500653,-6.965232649
423,6.66E-02,6.780416897,0.997749805,-4.095879474,1.56452776,-6.096738178
424,6.65E-02,6.783538809,0.99464978,-4.105112788,1.565180609,-5.230617596
425,6.64E-02,6.785084624,0.994517287,-4.110939786,1.56550371,-5.20615526
426,6.64E-02,6.786040768,0.996109029,-4.10840206,1.565703508,-5.549096638
427,6.65E-02,6.786289035,0.997994214,-4.103945309,1.565755379,-6.211719388
428,6.64E-02,6.789315485,0.997146669,-4.111875646,1.566387496,-5.859268279
429,6.62E-02,6.793066319,0.99549466,-4.121244776,1.567170357,-5.402491869
430,6.62E-02,6.794168337,0.996079927,-4.124105092,1.567400249,-5.541645064
431,6.60E-02,6.797441546,0.994879907,-4.132872732,1.568082764,-5.274582662
432,6.59E-02,7.277933413,0.991069889,-4.140794089,1.663534622,-4.718326405
433,6.58E-02,7.279359249,0.990964567,-4.146576036,1.663804736,-4.706601453
434,6.57E-02,7.281187288,0.990322362,-4.154120841,1.664150938,-4.637937435
435,6.55E-02,7.283823251,0.988572411,-4.163771012,1.664649936,-4.471724716
436,6.55E-02,7.284377814,0.989537837,-4.164555847,1.664754886,-4.559990097
437,6.56E-02,7.283636023,0.991435652,-4.159302707,1.664614501,-4.760147268
438,6.56E-02,6.808351929,0.992483042,-4.159575969,1.570354391,-4.8905938
439,6.56E-02,6.809056108,0.992913785,-4.163084607,1.57050083,-4.949603963
440,6.63E-02,6.792295977,0.998550165,-4.118891724,1.567009624,-6.536305667
441,6.61E-02,6.799280673,0.997762418,-4.126737309,1.568466047,-6.102359262
442,6.63E-02,6.784479772,1.000370169,-4.116091255,1.565377298,-7.901549632
443,6.66E-02,6.278936224,1.003528495,-4.100718145,1.453704433,-5.646883875
444,6.65E-02,6.290233416,1.003153672,-4.10731927,1.456341141,-5.759187664
445,6.63E-02,6.314446059,1.00166946,-4.116491036,1.461968941,-6.395255321
446,6.62E-02,6.802282947,1.000541296,-4.125112417,1.569091419,-7.521544488
447,6.61E-02,6.326183333,1.001242631,-4.127198757,1.464685706,-6.690524298
448,6.60E-02,6.814276143,1.00007316,-4.135957229,1.5715857,-9.522858614
449,6.59E-02,6.811772922,1.000704954,-4.138365945,1.571065607,-7.257377505
450,6.58E-02,6.831728632,0.998824287,-4.148095812,1.575204298,-6.745880918
451,6.56E-02,6.844700253,0.997199204,-4.157643269,1.577885376,-5.877851515
452,6.59E-02,6.826219511,1.000283393,-4.141638846,1.574063451,-8.168676715
453,6.58E-02,6.831055297,1.000170675,-4.147395314,1.575064932,-8.675750288
454,6.57E-02,6.846398145,0.998834469,-4.156555833,1.578235779,-6.754578284
455,6.55E-02,6.855096667,0.998054486,-4.164554834,1.580029012,-6.242229307
456,6.58E-02,6.356491192,1.001273208,-4.146782057,1.471666961,-6.666215468
457,6.58E-02,6.344941183,1.002495037,-4.145626207,1.469012222,-5.993451659
458,6.60E-02,5.395711025,1.004764558,-4.13671986,1.222513172,-5.346550478
459,6.59E-02,6.379255917,1.001045922,-4.144332828,1.476878828,-6.862856723
460,6.57E-02,6.888298103,0.997470784,-4.152274352,1.586844207,-5.979845897
461,6.56E-02,6.892940087,0.997152821,-4.158794196,1.587793368,-5.861426584
462,6.56E-02,6.889726613,0.998233936,-4.15844748,1.587136394,-6.339002076
463,6.55E-02,6.899991598,0.997091135,-4.167290829,1.58923349,-5.839992346
464,6.58E-02,6.40151105,1.000589113,-4.146081241,1.481947902,-7.436892897
465,6.57E-02,6.406096326,1.000596953,-4.151318472,1.482989111,-7.423672003
466,6.57E-02,6.409614996,1.000729296,-4.156019034,1.483787383,-7.223430299
467,6.55E-02,6.898696648,0.999930541,-4.164068111,1.58896918,-9.5747792
468,6.54E-02,6.927776003,0.996580288,-4.172471512,1.594887771,-5.678198976
469,6.54E-02,6.925417964,0.997606763,-4.172310012,1.594409137,-6.03510858
470,6.53E-02,6.932610639,0.996960758,-4.179978044,1.595868389,-5.796147155
471,6.52E-02,6.933547688,0.997366702,-4.183350429,1.596058341,-5.939518106
472,6.51E-02,6.954251369,0.993734416,-4.190905922,1.60024607,-5.07268342
473,6.50E-02,7.448982944,0.991404008,-4.200796602,1.695428976,-4.756459248
474,6.48E-02,7.45396001,0.990248651,-4.209837476,1.696341952,-4.630349624
475,6.48E-02,7.455564714,0.990393185,-4.214519681,1.696636136,-4.645282514
476,6.47E-02,7.458540856,0.990016659,-4.221416365,1.697181512,-4.606837501
477,6.45E-02,7.464872666,0.988256292,-4.231394384,1.698340821,-4.444437649
478,6.44E-02,7.471125883,0.986016598,-4.241486958,1.699484424,-4.269884239
479,6.42E-02,7.475868164,0.983992666,-4.251641608,1.700350832,-4.134708283
480,6.41E-02,7.478767965,0.982875072,-4.260842524,1.700880252,-4.06722011
481,6.41E-02,7.479106318,0.983628321,-4.262098231,1.700942007,-4.112202324
482,6.43E-02,7.476017979,0.98607527,-4.249275004,1.700378191,-4.274088898
483,6.42E-02,7.479471355,0.985361025,-4.257440835,1.701008628,-4.224067784
484,6.40E-02,7.482481286,0.984794936,-4.265163002,1.701557788,-4.186126767
485,6.41E-02,7.480761339,0.986024039,-4.26298704,1.701244022,-4.270416478
486,6.40E-02,7.483475928,0.985711391,-4.269789178,1.701739193,-4.248292667
487,6.38E-02,7.492731273,0.983153411,-4.279777275,1.703425631,-4.083607076
488,6.40E-02,7.487489918,0.985585201,-4.266508315,1.702470941,-4.239499898
489,6.39E-02,7.492090931,0.984777193,-4.275046166,1.703309045,-4.184960501
490,6.38E-02,7.495811143,0.984177063,-4.282966889,1.703986192,-4.146294667
491,6.37E-02,7.507834405,0.980667646,-4.290563239,1.706171516,-3.945975227
492,6.36E-02,7.508670706,0.980898374,-4.294823168,1.706323343,-3.957981816
493,6.37E-02,7.506355486,0.982271872,-4.29119518,1.705902968,-4.032602738
494,6.39E-02,7.498086887,0.984922399,-4.275051788,1.704400193,-4.194544994
495,6.39E-02,7.49447217,0.985974939,-4.273970167,1.703742527,-4.266909493
496,6.38E-02,7.497152577,0.985850511,-4.279977803,1.704230245,-4.258076781
497,6.42E-02,7.471609785,0.98947679,-4.251667776,1.699572867,-4.554172022
498,6.41E-02,7.487167717,0.988159484,-4.261316438,1.702412224,-4.436228075
499,6.40E-02,7.490049093,0.988102452,-4.266972454,1.702937198,-4.431422956
500,6.39E-02,7.512439576,0.985554686,-4.276844263,1.707007279,-4.237385177
501,6.37E-02,7.523448939,0.984045316,-4.28688268,1.709002473,-4.13800282
502,6.38E-02,7.51721314,0.985418032,-4.283067127,1.707872867,-4.227969598
503,6.37E-02,7.523187626,0.984829319,-4.290993156,1.708955162,-4.188390583
504,6.37E-02,7.517644817,0.985902354,-4.289521835,1.707951106,-4.261747433
505,6.36E-02,7.526204359,0.985063445,-4.298294692,1.709501207,-4.203943703
506,6.35E-02,7.537059501,0.98377955,-4.308155147,1.711463584,-4.121482511
507,6.33E-02,7.550896943,0.981703835,-4.318621942,1.713959526,-4.001063806
508,6.32E-02,7.557350189,0.980721225,-4.327926628,1.71512141,-3.948750518
509,6.31E-02,7.564308963,0.979520571,-4.337782711,1.716372801,-3.888334339
510,6.36E-02,7.544717043,0.983620564,-4.299373917,1.71284559,-4.11172861
511,6.35E-02,7.544595135,0.983904401,-4.303229518,1.712823604,-4.129209401
512,6.35E-02,7.542789982,0.984376703,-4.305913073,1.712497981,-4.15899209
513,6.34E-02,7.54494291,0.984379548,-4.311331217,1.712886325,-4.159174222
514,6.35E-02,7.531485196,0.985924592,-4.305444937,1.71045635,-4.26332615
515,6.35E-02,7.525896232,0.986571353,-4.306909327,1.709445448,-4.310365015
516,6.35E-02,7.515791988,0.987446432,-4.306677005,1.707615249,-4.377750315
517,6.33E-02,7.551682753,0.985033217,-4.316828659,1.714101081,-4.201921968
518,6.33E-02,7.554265462,0.985020051,-4.322341991,1.714566184,-4.201042719
519,6.32E-02,7.559680956,0.984757914,-4.329108501,1.715540725,-4.183694889
520,6.33E-02,7.534962112,0.986825934,-4.317398557,1.711084721,-4.329505095
521,6.38E-02,6.981197927,0.990479508,-4.28500934,1.60567041,-4.654308719
522,6.37E-02,6.998043386,0.990021152,-4.292498836,1.609046513,-4.607287628
523,6.38E-02,6.944639852,0.99178567,-4.28428653,1.598304132,-4.801875127
524,6.37E-02,7.036422445,0.988893966,-4.293264447,1.616695998,-4.5002667
525,6.38E-02,6.993296108,0.990752286,-4.284063634,1.608096234,-4.6833789
526,6.38E-02,6.951403486,0.991982426,-4.280852412,1.599671069,-4.826119356
527,6.37E-02,7.016483409,0.990382896,-4.29107885,1.612729172,-4.644212075
528,6.36E-02,7.073225261,0.988158971,-4.301287823,1.623976761,-4.436184716
529,6.35E-02,7.066784489,0.988688568,-4.30343004,1.622706393,-4.481941344
530,6.36E-02,7.04146744,0.989935619,-4.299878447,1.617697198,-4.598752693
531,6.36E-02,7.026717086,0.990582157,-4.301164413,1.614767104,-4.665149217
532,6.35E-02,7.041037012,0.99029476,-4.307983812,1.617611817,-4.635089303
533,6.33E-02,7.604423997,0.98733263,-4.316670477,1.723556285,-4.368725846
534,6.34E-02,7.089841349,0.988810431,-4.310783864,1.627246661,-4.492773264
535,6.38E-02,6.521261166,0.992155732,-4.281917148,1.508790974,-4.847972161
536,6.37E-02,7.067071363,0.990268641,-4.292222158,1.62276301,-4.632401697
537,6.35E-02,7.099749332,0.989285501,-4.30147459,1.629191388,-4.536157413
538,6.34E-02,7.135065108,0.987835057,-4.311642866,1.636092523,-4.409197004
539,6.33E-02,7.680644272,0.98486348,-4.320122816,1.737064654,-4.190644902
540,6.32E-02,7.680993986,0.985087229,-4.324202344,1.737126215,-4.205537321
541,6.36E-02,7.137099565,0.988347403,-4.295939895,1.636488633,-4.452226164
542,6.35E-02,7.668485114,0.986647183,-4.306225487,1.734921906,-4.31602788
543,6.35E-02,7.65777117,0.987404308,-4.306580418,1.733030028,-4.374400394
544,6.34E-02,7.159278545,0.987878117,-4.308991966,1.640796753,-4.412742916
545,6.33E-02,7.694606836,0.985973935,-4.319369705,1.739519558,-4.266837903
546,6.34E-02,7.176270877,0.987455272,-4.313167209,1.644084889,-4.378454789
547,6.35E-02,7.149205797,0.988908805,-4.307242877,1.638842489,-4.501603759
548,6.37E-02,6.606754081,0.991173,-4.292333115,1.527523505,-4.729940032
549,6.37E-02,7.720190701,0.986283517,-4.288155496,1.744002144,-4.289157016
550,6.38E-02,7.204173638,0.987524901,-4.284467229,1.649460926,-4.384020695
551,6.37E-02,7.77012524,0.983449059,-4.28673501,1.752693786,-4.101312291
552,6.37E-02,7.768635548,0.983904159,-4.289273123,1.752435579,-4.129194347
553,6.38E-02,7.748923671,0.985688864,-4.28022594,1.74901265,-4.246717326
554,6.37E-02,7.762296599,0.985087306,-4.28819072,1.75133611,-4.205542498
555,6.36E-02,7.778555053,0.984179024,-4.297151963,1.754153661,-4.146418636
556,6.37E-02,7.757000004,0.985915452,-4.28839904,1.750416506,-4.262676954
557,6.39E-02,7.222027676,0.987965545,-4.276205703,1.65288577,-4.419981498
558,6.40E-02,7.178178316,0.989655916,-4.268043132,1.644453318,-4.571340469
559,6.39E-02,7.26023926,0.986887471,-4.276553916,1.660176512,-4.334187079
560,6.39E-02,7.255328934,0.987432591,-4.278405952,1.659242597,-4.376648435
561,6.40E-02,7.215995179,0.989211978,-4.269200528,1.6517299,-4.529318861
562,6.39E-02,7.25064989,0.988295882,-4.278124396,1.658351858,-4.447814494
563,6.38E-02,7.264123545,0.98802468,-4.284749611,1.660914663,-4.424907451
564,6.41E-02,6.706145119,0.990897803,-4.261637569,1.548869127,-4.699239476
565,6.40E-02,6.747131504,0.990027069,-4.270418365,1.557540542,-4.60788078
566,6.45E-02,6.678970602,0.993598065,-4.237056606,1.543078129,-5.051155002
567,6.44E-02,6.099514028,0.994138346,-4.238925235,1.410868437,-5.139323414
568,6.45E-02,7.904182439,0.995384167,-4.235094025,1.775660988,-5.378262824
569,6.44E-02,-2.54E-03,-158.7006363,-4.237796309,0.694416882,5.07330104
570,6.43E-02,5.129298927,0.99297467,-4.245857354,1.140808995,-4.958233112
571,6.44E-02,5.692257571,0.994645831,-4.237699692,1.306238079,-5.229879702
572,6.43E-02,6.684167472,0.99378983,-4.246338986,1.544188199,-5.081567073
573,6.43E-02,5.858417701,0.994499938,-4.24690124,1.350257177,-5.202995908
574,6.42E-02,5.631123352,0.992522657,-4.256723383,1.289542064,-4.895877758
575,6.44E-02,26.41268696,0.995116892,-4.237267285,3.195102954,-5.321973458
576,6.43E-02,6.062709015,0.994377371,-4.245586226,1.401849996,-5.180955878
577,6.43E-02,10.41199461,0.994748795,-4.248498658,2.129658618,-5.249297769
578,6.45E-02,1.526969862,1.025646747,-4.235163203,-0.748596177,-3.663338522
579,6.47E-02,2.003805903,1.008707036,-4.221937227,-5.571202096,-4.743623851
580,6.47E-02,8.001569703,0.999757097,-4.221855159,1.792021052,-8.322849864
581,6.45E-02,1.745920208,1.015657011,-4.231654152,-1.37010692,-4.156836466
582,6.49E-02,8.448178621,1.001146381,-4.206463644,1.863797707,-6.771145225
583,6.48E-02,1.806837481,1.013698528,-4.214419043,-1.644223377,-4.290466897
584,6.46E-02,1.55596569,1.024120552,-4.224059818,-0.811853445,-3.724691015
585,6.53E-02,8.433274996,1.000970087,-4.181714333,1.861483739,-6.938125115
586,6.52E-02,8.40114417,1.00133563,-4.184652023,1.856476751,-6.618352492
587,6.51E-02,8.421819193,1.000860544,-4.191857075,1.859701441,-7.057946144
588,6.50E-02,2.229609741,1.005198675,-4.201441492,-1.47137419,-5.259351511
589,6.49E-02,7.984306994,0.999234678,-4.206011592,1.789140542,-7.175214377
590,6.51E-02,10.47350899,0.993887133,-4.194593262,2.136944707,-5.097359381
591,6.50E-02,11.39432566,0.993834814,-4.19990225,2.240105853,-5.088837013
592,6.52E-02,1.47998982,1.02887496,-4.187724931,-0.65390689,-3.544780512
593,6.51E-02,6.717039531,0.992285346,-4.19137047,1.551181385,-4.864633657
594,6.50E-02,7.385213312,0.991605735,-4.199205329,1.683656922,-4.780206558
595,6.49E-02,7.573688932,0.990355488,-4.208336642,1.718057121,-4.641366246
596,6.48E-02,7.839235305,0.987087191,-4.213660231,1.764599847,-4.349535477
597,6.47E-02,8.335681419,0.985019862,-4.222786643,1.846197372,-4.201030078
598,6.48E-02,7.847205261,0.986731134,-4.214199447,1.765963814,-4.322334891
599,6.50E-02,7.985845604,0.988716228,-4.202638279,1.789397616,-4.484389719
600,6.48E-02,7.907265989,0.987431198,-4.211777014,1.776183117,-4.376537577
601,6.47E-02,7.896989114,0.986987985,-4.218838519,1.774441901,-4.341882132
602,6.48E-02,8.000328906,0.988266878,-4.214466317,1.791814285,-4.445339508
603,6.48E-02,7.633121131,0.989398739,-4.211430525,1.728663663,-4.546782288
604,6.49E-02,7.588602476,0.990702325,-4.206797341,1.720729252,-4.67799091
605,6.48E-02,7.63092482,0.990644991,-4.212126155,1.728273695,-4.671843352
606,6.47E-02,7.759679637,0.989483965,-4.221197646,1.750881855,-4.554854057
