i,sigma_hat,m_hat,alpha_hat,sigmaLogError,mLogError,alphaLogError
4320,5.01E-02,1.736328029,1.020739927,-8.839287394,-1.333049483,-3.875694591
4321,5.01E-02,1.738443612,1.020531849,-8.849978635,-1.341105386,-3.885777999
4322,5.01E-02,1.736704651,1.020702697,-8.893855517,-1.334478878,-3.87749128
4323,5.02E-02,1.73123507,1.021242673,-8.677440344,-1.313918148,-3.851743262
4324,5.02E-02,1.7282459,1.021539823,-8.678422484,-1.302857667,-3.837851817
4325,5.02E-02,1.727700268,1.021594226,-8.739055763,-1.300851863,-3.835329315
4326,5.02E-02,1.730997824,1.021265937,-8.702911409,-1.31303581,-3.850648672
4327,5.02E-02,1.728656917,1.021498582,-8.728534787,-1.304371271,-3.839768301
4328,5.02E-02,1.724488186,1.021914773,-8.671918404,-1.289124769,-3.820594307
4329,5.02E-02,1.720398427,1.022325608,-8.633840872,-1.274389644,-3.802020934
4330,5.02E-02,1.717485433,1.022619795,-8.651010104,-1.264025166,-3.788929873
4331,5.02E-02,1.717743162,1.022593704,-8.708723023,-1.264937851,-3.790084015
4332,5.02E-02,1.716204379,1.022749561,-8.763139183,-1.259500944,-3.783209416
4333,5.01E-02,1.715154137,1.022856136,-8.827390347,-1.255807076,-3.778535648
4334,5.02E-02,1.719143683,1.02245191,-8.76878084,-1.269912068,-3.796379587
4335,5.02E-02,1.722989868,1.022064501,-8.712851751,-1.283701197,-3.813785257
4336,5.02E-02,1.723086152,1.022054836,-8.774823356,-1.284048838,-3.81422338
4337,5.01E-02,1.722494934,1.022114181,-8.841502353,-1.281916091,-3.811536197
4338,5.01E-02,1.721890509,1.022174901,-8.912881302,-1.27974039,-3.808794234
4339,5.01E-02,1.72347376,1.022015922,-8.956814932,-1.285449562,-3.815989354
4340,5.01E-02,1.726980322,1.021665092,-8.897012977,-1.298211404,-3.832052971
4341,5.01E-02,1.726552818,1.021707732,-8.972402142,-1.296646794,-3.83008679
4342,5.01E-02,1.727424825,1.021620772,-9.039098325,-1.29984083,-3.834100774
4343,5.01E-02,1.7277148,1.021591885,-9.122645875,-1.300905231,-3.835437742
4344,5.01E-02,1.727282407,1.021634952,-9.217527558,-1.299318476,-3.83344514
4345,5.01E-02,1.724712309,1.021891415,-9.240721047,-1.28993858,-3.821660737
4346,5.01E-02,1.727561448,1.02160692,-9.209553221,-1.300342186,-3.834741649
4347,5.01E-02,1.73135633,1.021229879,-9.080258807,-1.314369425,-3.852345704
4348,5.01E-02,1.730447717,1.021319868,-9.163170986,-1.310992909,-3.848115848
4349,5.01E-02,1.729626463,1.021401311,-9.255813156,-1.307950805,-3.844303111
4350,5.01E-02,1.728685228,1.02149477,-9.355349139,-1.304475612,-3.839945644
4351,5.01E-02,1.727293868,1.021633152,-9.449803479,-1.299360502,-3.833528334
4352,5.01E-02,1.724350762,1.021926748,-9.437018937,-1.288626099,-3.820048022
4353,5.01E-02,1.728801344,1.02148273,-9.206947897,-1.30490368,-3.840505906
4354,5.01E-02,1.72736155,1.021625881,-9.285019766,-1.299608719,-3.833864488
4355,5.01E-02,1.732003089,1.02116506,-9.037316374,-1.316779825,-3.855403582
4356,5.01E-02,1.733141072,1.021052666,-9.094271294,-1.321035119,-3.86072807
4357,5.01E-02,1.733768963,1.02099075,-9.172771628,-1.323390788,-3.863673421
4358,5.01E-02,1.7309938,1.021264659,-9.143348245,-1.313020852,-3.85070878
4359,5.01E-02,1.727110595,1.021649866,-9.022332484,-1.298688677,-3.832755999
4360,5.01E-02,1.730792715,1.021284028,-8.915346549,-1.312273622,-3.849798335
4361,5.01E-02,1.729132433,1.021448548,-8.961869354,-1.30612526,-3.842098326
4362,5.01E-02,1.730812238,1.021281998,-8.992217939,-1.312346144,-3.849893736
4363,5.01E-02,1.730431117,1.021319728,-9.073320642,-1.310931324,-3.848122456
4364,5.01E-02,1.731501967,1.02121375,-9.135221058,-1.31491169,-3.853105741
4365,5.01E-02,1.731054541,1.02125799,-9.228467465,-1.313246675,-3.851022476
4366,5.01E-02,1.734433142,1.020924463,-9.100346772,-1.325888651,-3.866836327
4367,5.01E-02,1.73032313,1.021329772,-8.915294055,-1.310530816,-3.847651422
4368,5.01E-02,1.729281976,1.021432938,-8.9805327,-1.306677501,-3.842826376
4369,5.01E-02,1.728279374,1.021532438,-9.051787093,-1.302980849,-3.838194743
4370,5.01E-02,1.729867101,1.021374872,-9.089129697,-1.308841222,-3.845539236
4371,5.01E-02,1.727970258,1.021563014,-9.130600584,-1.301843875,-3.836775728
4372,5.01E-02,1.729043397,1.021456447,-9.196838655,-1.305796608,-3.841730134
4373,5.01E-02,1.732687908,1.021095724,-9.04858134,-1.319338421,-3.858684898
4374,5.01E-02,1.733642036,1.02100169,-9.110365684,-1.322914144,-3.863152349
4375,5.01E-02,1.72912424,1.02144766,-8.86583991,-1.306095014,-3.842139723
4376,5.01E-02,1.727495909,1.021609299,-8.910044275,-1.300101652,-3.834631532
4377,5.01E-02,1.726642607,1.021694177,-8.979270925,-1.296975207,-3.830711389
4378,5.01E-02,1.728655589,1.021494031,-8.991375127,-1.304366375,-3.839980014
4379,5.01E-02,1.726551954,1.021703019,-9.017783099,-1.296643636,-3.830303903
4380,5.01E-02,1.725595318,1.021798303,-9.093153309,-1.29315132,-3.825923161
4381,5.01E-02,1.726937322,1.021664625,-9.145543567,-1.298053921,-3.832074527
4382,5.01E-02,1.728930778,1.021466569,-9.158573883,-1.305381058,-3.841258492
4383,5.01E-02,1.728337133,1.021525448,-9.251525982,-1.303193443,-3.838519428
4384,5.01E-02,1.730292034,1.021331678,-9.264236755,-1.310415512,-3.84756209
4385,5.01E-02,1.727647127,1.021593715,-9.239036196,-1.300656725,-3.835352994
4386,5.01E-02,1.726880568,1.021669894,-9.337029637,-1.297846101,-3.831831376
4387,5.01E-02,1.721901028,1.022166565,-9.038011621,-1.279778216,-3.809170202
4388,5.01E-02,1.722090583,1.022147567,-9.120969009,-1.280460057,-3.810027631
4389,5.01E-02,1.724721703,1.021884361,-9.096172234,-1.289972703,-3.821982999
4390,5.02E-02,1.717822507,1.022575553,-8.639171821,-1.265219,-3.790887691
4391,5.02E-02,1.716825204,1.022676198,-8.691922697,-1.261690917,-3.78643947
4392,5.02E-02,1.715433285,1.022816902,-8.741783322,-1.256787555,-3.78025371
4393,5.02E-02,1.713253864,1.023037768,-8.774896968,-1.249157997,-3.770620341
4394,5.02E-02,1.715053764,1.022855204,-8.804077674,-1.255454761,-3.778576446
4395,5.02E-02,1.717658189,1.022591913,-8.797890676,-1.264636845,-3.790163284
4396,5.01E-02,1.715464453,1.022813414,-8.828570047,-1.256897089,-3.780406567
4397,5.01E-02,1.714737569,1.022886985,-8.895779033,-1.254345711,-3.777186864
4398,5.01E-02,1.718356862,1.022521232,-8.825297967,-1.267114476,-3.793296781
4399,5.02E-02,1.723850062,1.021969848,-8.597086601,-1.286811306,-3.818084308
4400,5.02E-02,1.719186644,1.022436741,-8.47217479,-1.270065044,-3.79705546
4401,5.02E-02,1.721784588,1.022175856,-8.461636054,-1.279359603,-3.80875113
4402,5.02E-02,1.725851131,1.021769539,-8.371869062,-1.294084001,-3.827243581
4403,5.02E-02,1.729406864,1.021416454,-8.303273087,-1.307138928,-3.843595787
4404,5.02E-02,1.729926399,1.021365069,-8.338215889,-1.309060762,-3.845997974
4405,5.02E-02,1.730450816,1.02131325,-8.374208668,-1.311004406,-3.848426323
4406,5.02E-02,1.73097284,1.021261716,-8.411414201,-1.312942936,-3.850847176
4407,5.02E-02,1.730730947,1.021285583,-8.454806664,-1.312044203,-3.849725269
4408,5.02E-02,1.730931594,1.021265784,-8.498812498,-1.312789633,-3.850655896
4409,5.02E-02,1.730784466,1.021280298,-8.546281759,-1.312242979,-3.849973592
4410,5.02E-02,1.73058852,1.021299633,-8.596059543,-1.311515401,-3.849065419
4411,5.02E-02,1.73081187,1.021277593,-8.646561055,-1.312344777,-3.85010073
4412,5.02E-02,1.73003413,1.02135435,-8.695828749,-1.309459734,-3.846499814
4413,5.02E-02,1.73014415,1.021343484,-8.752830903,-1.30986735,-3.847008805
4414,5.02E-02,1.728416332,1.02151427,-8.774830735,-1.303485018,-3.839038836
4415,5.02E-02,1.724344208,1.021918485,-8.626846244,-1.288602323,-3.820424926
4416,5.02E-02,1.724612626,1.021891731,-8.679150703,-1.28957654,-3.82164628
4417,5.02E-02,1.721761003,1.022176335,-8.655676276,-1.279274833,-3.808729552
4418,5.02E-02,1.720140375,1.022338696,-8.691476996,-1.27346714,-3.801434867
4419,5.02E-02,1.720875214,1.022264995,-8.740816947,-1.276096336,-3.804739575
4420,5.02E-02,1.721331217,1.022219309,-8.797446896,-1.277731361,-3.806793594
4421,5.01E-02,1.722575453,1.022094813,-8.837203671,-1.282206287,-3.812412393
4422,5.01E-02,1.721807439,1.022171591,-8.900572882,-1.279441738,-3.808943488
4423,5.01E-02,1.72345753,1.022006678,-8.9257768,-1.28539087,-3.816409333
4424,5.01E-02,1.724957513,1.021857162,-8.956569777,-1.290829696,-3.823226626
4425,5.01E-02,1.721083548,1.02224358,-8.820649853,-1.276842995,-3.805701872
4426,5.01E-02,1.721475628,1.022204324,-8.882757666,-1.27824971,-3.807468234
4427,5.01E-02,1.721930354,1.02215883,-8.947740425,-1.279883671,-3.809519194
4428,5.01E-02,1.721335377,1.022218343,-9.021019245,-1.277746289,-3.806837087
4429,5.01E-02,1.719283605,1.022423931,-9.047811816,-1.270410391,-3.797626523
4430,5.01E-02,1.720748735,1.022276959,-9.088838385,-1.27564331,-3.804202383
4431,5.01E-02,1.719309977,1.022421185,-9.149963375,-1.270504341,-3.79774899
4432,5.01E-02,1.719360708,1.022416092,-9.242467814,-1.270685093,-3.797976174
4433,5.01E-02,1.715345618,1.022820041,-9.08954659,-1.256479529,-3.780116144
4434,5.01E-02,1.712361062,1.023122037,-9.071165294,-1.246049272,-3.766969145
4435,5.01E-02,1.71060625,1.023300288,-9.128640158,-1.23996706,-3.759289548
4436,5.01E-02,1.712466871,1.023111197,-9.161185251,-1.246417195,-3.767438049
4437,5.01E-02,1.711995949,1.023158979,-9.256163439,-1.244780734,-3.765372704
4438,5.01E-02,1.714254803,1.022930007,-9.262051974,-1.252654785,-3.775308895
4439,5.01E-02,1.713036757,1.023053286,-9.350611053,-1.248401144,-3.769946978
4440,5.01E-02,1.709891259,1.023372599,-9.315383293,-1.237499456,-3.756190933
4441,5.01E-02,1.706890696,1.023678655,-9.307055697,-1.22720969,-3.743181273
4442,5.01E-02,1.706223793,1.023746894,-9.416998114,-1.224937001,-3.740303555
4443,5.01E-02,1.704975409,1.023874795,-9.526901704,-1.220696568,-3.734931967
4444,5.01E-02,1.700132363,1.024372979,-9.325828654,-1.204414113,-3.714280189
4445,5.01E-02,1.69911202,1.024478466,-9.434631891,-1.201017242,-3.709961491
4446,5.01E-02,1.698817442,1.02450895,-9.564354786,-1.200038693,-3.708716922
4447,5.01E-02,1.699292338,1.024459807,-9.701465527,-1.201616709,-3.710724029
4448,5.01E-02,1.697474036,1.024648066,-9.826507919,-1.195588173,-3.703056857
4449,5.01E-02,1.702955533,1.024081525,-9.420799423,-1.213873431,-3.726310324
4450,5.01E-02,1.708827797,1.023479815,-9.044487747,-1.233840425,-3.751614163
4451,5.01E-02,1.707172334,1.023648668,-9.102982404,-1.228171012,-3.744448494
4452,5.01E-02,1.707484032,1.023616832,-9.188288966,-1.229236022,-3.745795595
4453,5.01E-02,1.707538296,1.023611291,-9.284836862,-1.229421548,-3.746030243
4454,5.01E-02,1.708577026,1.023505329,-9.365075865,-1.232979549,-3.750528134
4455,5.01E-02,1.712581228,1.023098285,-9.184343209,-1.246814992,-3.767996924
4456,5.01E-02,1.715197115,1.02283384,-9.146755192,-1.25595797,-3.779511646
4457,5.01E-02,1.712263094,1.023130168,-9.105397018,-1.245708737,-3.766617554
4458,5.01E-02,1.712683705,1.023087573,-9.187528017,-1.247171596,-3.768460771
4459,5.02E-02,1.7063751,1.023728536,-8.76019886,-1.225452177,-3.741076893
4460,5.02E-02,1.702969762,1.024077404,-8.732620818,-1.213921335,-3.726481451
4461,5.02E-02,1.701052898,1.024274635,-8.771437955,-1.207488637,-3.718323298
4462,5.02E-02,1.708799932,1.023479878,-8.400726206,-1.233744728,-3.751611472
4463,5.02E-02,1.708166031,1.023544456,-8.442784318,-1.231570239,-3.74886488
4464,5.02E-02,1.710062976,1.02335132,-8.455227756,-1.238091539,-3.757101748
4465,5.02E-02,1.71260211,1.023093696,-8.442559538,-1.246887648,-3.768195603
4466,5.02E-02,1.71207086,1.023147474,-8.486265534,-1.245040871,-3.765869637
4467,5.02E-02,1.712518338,1.023102166,-8.529153772,-1.246596205,-3.767828894
4468,5.02E-02,1.710316135,1.023325312,-8.540822035,-1.238965073,-3.758216137
4469,5.02E-02,1.709571346,1.023400977,-8.587776097,-1.236397332,-3.754977525
4470,5.02E-02,1.714057594,1.022946137,-8.455599473,-1.251964866,-3.774605674
4471,5.02E-02,1.712027581,1.023151266,-8.469193994,-1.24489057,-3.765705804
4472,5.02E-02,1.714052361,1.022946502,-8.472042956,-1.251946567,-3.774589775
4473,5.02E-02,1.714579755,1.022893297,-8.512767245,-1.253792642,-3.776911101
4474,5.02E-02,1.712329223,1.023120498,-8.516743118,-1.245938588,-3.767035706
4475,5.02E-02,1.709786374,1.023378186,-8.51304592,-1.237137985,-3.755951913
4476,5.02E-02,1.711689888,1.023185021,-8.522448721,-1.2437186,-3.764248837
4477,5.02E-02,1.710736139,1.023281667,-8.565135267,-1.240415995,-3.760089036
4478,5.02E-02,1.711702453,1.023183716,-8.602270699,-1.243762182,-3.764305124
4479,5.02E-02,1.715097019,1.022840694,-8.52788906,-1.255606576,-3.77921151
4480,5.02E-02,1.713166692,1.023035286,-8.54174245,-1.24885404,-3.770728045
4481,5.02E-02,1.711756127,1.023177884,-8.574780154,-1.243948376,-3.764556751
4482,5.02E-02,1.713949445,1.02295614,-8.568165114,-1.251586716,-3.774169838
4483,5.02E-02,1.712326333,1.023120012,-8.594659115,-1.24592854,-3.767056716
4484,5.02E-02,1.713887269,1.022962308,-8.613357509,-1.251369383,-3.773901205
4485,5.02E-02,1.710749787,1.023279353,-8.565207421,-1.240463176,-3.760188437
4486,5.02E-02,1.714702517,1.022879587,-8.456043545,-1.254222842,-3.777510172
4487,5.02E-02,1.715230043,1.022826471,-8.495380504,-1.256073592,-3.779834405
4488,5.02E-02,1.713682137,1.022982371,-8.519872514,-1.250652676,-3.77302784
4489,5.02E-02,1.715706435,1.022778414,-8.516078096,-1.257747895,-3.781941928
4490,5.02E-02,1.717473882,1.022600921,-8.519849485,-1.263984281,-3.789764642
4491,5.02E-02,1.716881106,1.022660352,-8.564095387,-1.261888351,-3.787138509
4492,5.02E-02,1.714956926,1.022853606,-8.57124324,-1.255114973,-3.778646353
4493,5.02E-02,1.715963991,1.022752315,-8.604196638,-1.258654255,-3.783088377
4494,5.02E-02,1.711527276,1.023199238,-8.430902346,-1.243154741,-3.763635856
4495,5.02E-02,1.713338479,1.023016117,-8.438003423,-1.24945313,-3.771560569
4496,5.02E-02,1.713260606,1.023023975,-8.481393746,-1.249181511,-3.771219233
4497,5.02E-02,1.710500989,1.023302914,-8.457306804,-1.239603399,-3.759176859
4498,5.02E-02,1.710052161,1.023348423,-8.501218564,-1.238054237,-3.757225852
4499,5.02E-02,1.70982886,1.023371075,-8.547802206,-1.237284394,-3.756256121
4500,5.02E-02,1.711923674,1.023158796,-8.545122094,-1.244529813,-3.765380609
4501,5.02E-02,1.711495996,1.023202048,-8.592870255,-1.243046316,-3.76351472
4502,5.02E-02,1.7116623,1.023185224,-8.642427462,-1.243622915,-3.764240099
4503,5.02E-02,1.714770218,1.02287149,-8.571940773,-1.254460171,-3.777864142
4504,5.02E-02,1.711884913,1.023162279,-8.526785147,-1.24439527,-3.765230246
4505,5.02E-02,1.709517679,1.023401935,-8.522106927,-1.236212561,-3.754936568
4506,5.02E-02,1.710438881,1.023308497,-8.557317024,-1.239388884,-3.758937289
4507,5.02E-02,1.707772206,1.023579132,-8.540969872,-1.230221664,-3.747393196
4508,5.02E-02,1.707788752,1.023577447,-8.588996638,-1.230278286,-3.747464642
4509,5.02E-02,1.706911426,1.023666764,-8.635096184,-1.227280414,-3.743683563
4510,5.02E-02,1.709143606,1.023439633,-8.628165963,-1.234925624,-3.753326953
4511,5.02E-02,1.709274487,1.023426348,-8.679760753,-1.235375711,-3.75389392
4512,5.02E-02,1.710639159,1.023287971,-8.706558632,-1.240080784,-3.759818322
4513,5.02E-02,1.708743104,1.023480159,-8.724163966,-1.233549597,-3.75159952
4514,5.02E-02,1.710137672,1.023338647,-8.75123516,-1.238349198,-3.757644628
4515,5.01E-02,1.709322048,1.023421324,-8.804967159,-1.235539318,-3.754108392
4516,5.01E-02,1.708853051,1.023468915,-8.866689551,-1.233927159,-3.752078489
4517,5.01E-02,1.710597514,1.023292006,-8.879456445,-1.239936876,-3.759645053
4518,5.01E-02,1.710237752,1.023328428,-8.946507266,-1.238694527,-3.758082582
4519,5.01E-02,1.710889407,1.02326246,-9.007317774,-1.240945991,-3.760914395
4520,5.01E-02,1.71165731,1.02318482,-9.067714479,-1.243605612,-3.76425754
4521,5.01E-02,1.711038331,1.023247368,-9.144831081,-1.241461231,-3.761563345
4522,5.01E-02,1.710739181,1.023277621,-9.233144944,-1.240426511,-3.760262848
4523,5.01E-02,1.712705953,1.023078905,-9.222066899,-1.247249034,-3.768836281
4524,5.01E-02,1.713167984,1.023032339,-9.307748783,-1.248858543,-3.770856019
4525,5.01E-02,1.71716821,1.022630383,-8.982114461,-1.262902939,-3.788461887
4526,5.01E-02,1.71607076,1.022740228,-9.028676357,-1.259030227,-3.783619776
4527,5.01E-02,1.713321462,1.023016211,-8.930925222,-1.249393769,-3.771556492
4528,5.02E-02,1.7171115,1.022635422,-8.721640576,-1.262702453,-3.788239241
4529,5.02E-02,1.717604159,1.022586153,-8.770352292,-1.2644455,-3.79041824
4530,5.01E-02,1.716930345,1.022653522,-8.82187197,-1.262062281,-3.787439957
4531,5.01E-02,1.716558904,1.022690695,-8.882555242,-1.260750951,-3.785800363
4532,5.02E-02,1.721031058,1.022244163,-8.534957768,-1.276654822,-3.805675657
4533,5.02E-02,1.722226695,1.022125511,-8.543104245,-1.280949949,-3.811023975
4534,5.02E-02,1.723217874,1.022027369,-8.559179239,-1.284524629,-3.815469567
4535,5.02E-02,1.72366131,1.021983535,-8.597943675,-1.28612803,-3.817461533
4536,5.03E-02,1.71996482,1.022349506,-8.269906644,-1.272840039,-3.800951043
4537,5.03E-02,1.721323197,1.022214421,-8.272276755,-1.277702579,-3.807013597
4538,5.03E-02,1.719925869,1.022353249,-8.276176869,-1.272700958,-3.800783583
4539,5.02E-02,1.719350917,1.022410494,-8.307691409,-1.270650206,-3.798225949
4540,5.02E-02,1.719017797,1.02244369,-8.343281241,-1.269463946,-3.796745789
4541,5.02E-02,1.718765118,1.022468882,-8.380747865,-1.26856508,-3.795623945
4542,5.02E-02,1.719056642,1.022439814,-8.417623795,-1.269602202,-3.796918493
4543,5.02E-02,1.720035725,1.022342288,-8.438169331,-1.273093274,-3.801274091
4544,5.02E-02,1.72004499,1.022341366,-8.47950578,-1.273126366,-3.801315353
4545,5.02E-02,1.717765253,1.022568453,-8.425993161,-1.265016119,-3.791202217
4546,5.02E-02,1.717495483,1.022595407,-8.46676012,-1.264060741,-3.790008621
4547,5.03E-02,1.722160813,1.022130457,-8.185416429,-1.280712796,-3.810800472
4548,5.04E-02,1.726614111,1.021690373,-7.897965965,-1.29687097,-3.830886765
4549,5.04E-02,1.726625752,1.021689229,-7.9213889,-1.296913549,-3.830939478
4550,5.04E-02,1.727214281,1.021631451,-7.935700588,-1.299068704,-3.833606949
4551,5.04E-02,1.729164536,1.021440405,-7.853790866,-1.306243788,-3.842478045
4552,5.04E-02,1.72951663,1.021406038,-7.870034986,-1.307544662,-3.844082227
4553,5.04E-02,1.729189221,1.021437978,-7.88777168,-1.306334936,-3.842591252
4554,5.04E-02,1.729015986,1.021454891,-7.909638034,-1.30569545,-3.841802646
4555,5.04E-02,1.728402244,1.021514852,-7.91801508,-1.303433145,-3.839011793
4556,5.04E-02,1.728310219,1.021523854,-7.941564287,-1.303094374,-3.838593477
4557,5.03E-02,1.727840143,1.021569856,-7.958752868,-1.301365674,-3.836458474
4558,5.04E-02,1.72912339,1.021444267,-7.928610125,-1.306091875,-3.842297933
4559,5.04E-02,1.730296828,1.021329774,-7.890213668,-1.310433288,-3.847651342
4560,5.04E-02,1.730799667,1.021280845,-7.894771726,-1.312299445,-3.849947899
4561,5.04E-02,1.731290089,1.021233198,-7.894221157,-1.314122878,-3.852189365
4562,5.04E-02,1.731021636,1.021259248,-7.907117143,-1.313124333,-3.850963259
4563,5.04E-02,1.730099102,1.021348897,-7.842755367,-1.309700431,-3.84675522
4564,5.04E-02,1.729855749,1.021372611,-7.861808776,-1.308799201,-3.845645053
4565,5.04E-02,1.730337894,1.021325617,-7.87190926,-1.310585562,-3.847846273
4566,5.04E-02,1.729871223,1.021371067,-7.881966106,-1.308856481,-3.845717278
4567,5.04E-02,1.728727239,1.021482679,-7.843863606,-1.304630465,-3.840508309
4568,5.04E-02,1.729480928,1.021409002,-7.846695796,-1.307412675,-3.843943791
4569,5.04E-02,1.729673937,1.021390163,-7.866761574,-1.308126407,-3.844824115
4570,5.04E-02,1.730698414,1.021290274,-7.842851218,-1.311923389,-3.84950494
4571,5.04E-02,1.730293909,1.02132964,-7.854771905,-1.310422465,-3.847657638
4572,5.04E-02,1.729972692,1.021360936,-7.871835188,-1.309232184,-3.846191451
4573,5.04E-02,1.730152815,1.021343376,-7.892324694,-1.309899462,-3.847013831
4574,5.04E-02,1.729649935,1.021392395,-7.902924115,-1.308037622,-3.844719788
4575,5.04E-02,1.729320264,1.021424571,-7.921922101,-1.306818941,-3.843216842
4576,5.04E-02,1.729175792,1.021438681,-7.944931613,-1.306285349,-3.842558445
4577,5.04E-02,1.728243492,1.021529814,-7.937223746,-1.302848803,-3.838316609
4578,5.04E-02,1.729841494,1.021373486,-7.884285163,-1.308746433,-3.845604098
4579,5.04E-02,1.730461253,1.021313052,-7.889239607,-1.311043127,-3.848435631
4580,5.04E-02,1.731120661,1.021248861,-7.88683656,-1.313492556,-3.851452003
4581,5.04E-02,1.731371274,1.021224505,-7.904017238,-1.314425052,-3.85259888
4582,5.04E-02,1.731832416,1.021179731,-7.906376571,-1.316143179,-3.854710656
4583,5.04E-02,1.73174061,1.021188634,-7.928154107,-1.315800892,-3.854290396
4584,5.04E-02,1.730827282,1.021277278,-7.851782018,-1.312402029,-3.850115548
4585,5.04E-02,1.731841131,1.021178665,-7.815905872,-1.316175681,-3.854760979
